loan_price_sum9,loan_price_sum10,loan_price_sum11
0,0,0
0,0,0
0,0,0
0,0,0
0,0,24.71423039
14.24947738,10.07463296,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,12.93534924
0,5.501180385,0
0,0,0
0,0,0
0,0,0
5.722768363,22.89107345,11.44553673
38.17473168,52.77445859,35.60416612
0,0,0
0,0,0
17.15416824,17.16830509,22.89107345
0,0,0
6.292054527,0,0
0,0,0
0,0,0
5.226703564,4.723016822,0
0,0,0
0,0,0
6.464550799,0,6.405333138
0,0,0
0,0,0
0,5.885770109,0
0,0,0
0,0,0
0,0,0
25.15855171,12.77733817,0
5.722768363,0,0
5.931812567,5.931812567,11.86362513
0,0,0
0,0,0
0,0,0
13.38139749,13.38139749,0
0,6.153413856,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
18.53488386,4.544373396,17.67404819
0,0,0
0,0,4.974842946
0,0,0
0,0,0
0,0,0
0,0,0
0,0,5.931812567
0,0,0
9.584804628,10.1284328,0
0,0,0
0,0,4.723016822
81.27974592,110.5905649,13.9905622
0,0,5.153538105
0,0,0
0,0,0
35.29657361,9.015667521,0
0,0,0
3.862594545,13.24288855,9.446033644
0,0,0
0,0,0
0,0,16.8509527
0,0,0
8.520181698,0,11.58778364
0,0,0
4.974842946,9.107944841,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.885770109,17.55785163,11.72181087
31.79405849,24.04737553,29.51451017
0,0,4.723016822
0,0,0
0,0,0
0,0,0
0,0,0
0,5.657311097,0
0,0,0
0,0,0
6.153413856,6.153413856,0
0,0,0
0,0,0
0,0,0
21.89361962,26.61663644,13.30831822
0,0,5.781982259
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,11.87618222,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,5.722768363,5.405415974
0,0,5.722768363
0,5.931812567,0
0,0,0
5.722768363,17.16830509,27.8659164
0,0,0
0,0,5.292153929
0,0,0
0,5.153538105,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
12.2265473,8.585611367,0
0,0,0
5.722768363,0,0
0,0,0
0,0,0
23.82558857,19.66925914,24.00431996
4.974842946,16.63993272,4.723016822
0,0,0
0,4.974842946,5.722768363
0,0,0
0,0,0
0,0,0
0,0,0
0,0,5.722768363
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.97467729,6.087953139,0
0,0,0
0,5.584137011,6.153413856
0,0,0
0,0,0
0,0,0
0,6.722718659,0
0,0,0
0,0,0
0,0,5.153538105
0,0,0
0,0,0
0,0,0
16.31049049,9.267493645,5.292153929
0,0,0
0,0,0
4.071302059,0,0
0,0,0
0,0,0
0,0,0
0,6.266691431,0
6.014774739,11.16831284,16.32185095
0,0,0
0,0,0
21.03350731,12.87826207,16.74085661
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.544373396,0,0
0,0,0
6.405333138,0,0
0,4.974842946,0
0,0,0
0,0,0
0,0,0
0,0,0
3.862594545,17.20150838,0
0,0,0
8.155245244,25.89616336,8.406967941
0,4.292650699,4.723016822
0,0,0
0,0,0
0,0,0
6.292054527,6.292054527,0
0,8.837437491,4.292650699
0,0,0
0,0,0
0,0,0
0,0,6.153413856
0,0,0
5.014930043,4.657587153,0
0,0,0
6.153413856,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,23.35203989
0,0,0
0,0,0
0,0,0
0,0,0
43.38217438,49.63162165,43.42515
0,0,0
0,0,0
0,0,0
5.722768363,0,5.722768363
0,0,0
0,0,0
0,0,0
0,0,0
4.974842946,0,4.723016822
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6.584074882,18.71217638,6.584074882
0,0,0
0,0,0
0,0,0
11.44553673,0,4.974842946
0,0,0
7.83826511,4.351813812,0
16.82721663,20.34162983,9.267493645
0,0,0
0,0,0
26.72362623,8.724196145,0
5.722768363,0,0
0,0,0
8.155245244,0,4.292650699
0,0,4.8616016
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,5.722768363,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,5.670965859,0
5.153538105,22.73906626,8.77162889
0,0,0
4.723016822,0,4.723016822
0,0,0
0,0,17.92862287
0,0,0
0,6.292054527,0
0,0,0
19.74329528,15.33758944,9.363243269
0,5.722768363,6.292054527
0,0,0
0,0,0
3.862594545,0,0
0,0,0
0,0,0
5.722768363,5.885770109,5.885770109
0,0,0
0,0,0
0,0,0
28.6763822,36.6686569,64.06898042
0,0,0
35.45376396,43.35687311,26.61663644
0,0,0
5.722768363,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
11.67208152,15.85121151,10.98957887
0,0,9.178540346
0,7.933896604,3.975670565
0,0,0
0,0,0
0,0,0
0,0,5.722768363
0,0,0
0,0,0
0,0,0
0,6.405333138,0
0,0,0
23.89299815,15.42058672,0
0,0,0
0,0,0
0,0,0
0,0,0
13.22583781,23.42683301,23.85775045
0,0,0
19.16991922,10.47005645,0
111.6089182,111.6089182,9.811245964
10.57806574,0,3.862594545
6.362466936,0,0
0,0,0
4.154158974,0,0
5.292153929,0,4.544373396
0,0,0
0,0,0
0,0,0
0,0,0
31.75292357,21.16861572,0
0,0,0
4.723016822,0,4.723016822
5.292153929,5.501180385,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
18.00717298,0,4.154158974
0,0,0
9.963353401,23.62322333,23.81048587
0,0,0
0,0,0
0,0,5.292153929
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.931812567,5.931812567,5.931812567
0,6.087953139,0
0,0,0
8.089850039,8.308317948,8.519906193
0,0,0
0,0,0
0,5.153538105,0
6.153413856,0,0
6.014774739,6.153413856,6.183727411
0,0,0
0,0,0
0,0,0
0,0,0
0,0,5.722768363
0,0,0
5.722768363,5.722768363,5.722768363
0,0,0
0,0,0
5.97467729,5.97467729,0
13.30831822,18.54238687,0
0,0,5.722768363
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,6.722718659,0
0,0,0
0,0,0
0,0,0
0,0,0
9.046440288,0,0
0,0,0
5.292153929,10.69761131,0
10.90661411,38.09860917,46.92696985
11.41177374,11.41177374,6.153413856
9.876554927,14.85139787,9.697859768
0,0,0
0,0,0
29.36961001,0,0
0,5.584137011,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,9.932194171,0
0,4.974842946,14.67270271
0,0,0
0,0,0
0,0,0
6.153413856,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
9.446033644,5.405415974,0
0,0,0
3.862594545,8.155245244,0
9.697859768,4.723016822,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
22.75480343,16.42054424,10.8485042
4.723016822,0,0
0,0,0
0,0,0
4.723016822,0,0
0,0,0
0,0,0
0,0,0
12.8779521,8.585611367,4.292650699
0,0,0
0,0,0
0,0,0
0,3.862594545,0
0,0,0
0,0,0
0,0,0
33.47145122,17.51953595,11.30690537
0,0,0
0,0,0
9.446188803,4.723016822,0
0,0,0
0,11.20597875,0
6.153413856,0,0
8.155245244,13.12967479,0
0,0,0
0,0,0
9.584804628,0,0
0,0,0
0,0,0
10.22446327,14.51711396,14.51711396
6.713958681,0,6.781937074
0,0,0
0,0,0
0,0,0
6.153413856,0,6.153413856
0,0,0
5.54404215,0,0
15.95065012,8.957263304,0
0,0,0
0,0,3.862594545
0,0,0
0,0,0
8.837437491,14.37600333,0
0,10.01541906,4.723016822
42.33723143,50.28346707,22.02984458
0,0,0
0,0,0
4.974842946,5.405415974,4.974842946
20.44558791,17.47298113,5.351362178
0,0,0
0,0,0
5.781982259,0,0
4.292650699,4.292650699,0
0,0,0
0,0,0
12.77733817,16.31049049,17.10550031
0,0,0
14.16905047,9.876554927,5.153538105
0,0,0
5.931812567,0,6.05244065
5.292153929,5.722768363,0
0,0,0
0,0,0
0,0,0
0,0,0
5.501180385,0,0
0,0,0
3.975670565,9.446033644,8.585301397
0,0,0
0,0,0
0,0,0
0,0,0
0,10.44578518,5.292153929
0,0,0
71.00496548,58.9169099,74.25421206
5.292153929,0,0
0,5.931812567,0
0,11.44553673,5.722768363
0,0,0
9.446033644,19.39571954,19.39571954
0,11.44553673,0
5.97467729,0,5.292153929
0,0,0
0,15.45086628,14.92452884
18.96535341,0,11.01492229
0,0,0
0,22.43732019,9.307697079
0,0,0
4.723016822,5.405415974,15.5591508
0,0,0
0,0,0
6.405333138,11.87618222,5.292153929
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3.862594545,0,6.584074882
8.446809673,0,0
0,0,21.83348659
0,0,0
0,0,0
4.723016822,5.07059257,5.153538105
5.97467729,0,5.97467729
0,0,0
5.153538105,5.501180385,0
0,0,0
0,45.0388997,85.42326779
0,0,0
0,0,0
5.292153929,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,4.071302059
11.39481364,16.01232809,21.55625371
10.64358386,9.876787709,11.59891175
6.83599934,5.405415974,0
0,0,0
0,0,0
0,0,0
13.95855307,9.154748474,3.862594545
0,0,0
0,4.292650699,4.292650699
0,0,0
0,0,0
20.71278206,10.01517075,4.974842946
0,0,0
5.722768363,0,0
0,0,0
0,0,0
0,0,3.862594545
0,0,0
0,0,0
0,0,0
0,0,0
5.722768363,11.44553673,11.55880912
0,5.722768363,0
0,0,4.723016822
0,0,0
3.862594545,5.657311097,0
0,0,0
0,0,0
0,5.722768363,0
0,0,0
0,0,0
14.73818757,14.16905047,18.46170117
5.722768363,10.44578518,0
7.72518909,15.88043433,10.30721592
0,0,0
0,0,0
0,9.267493645,10.04543552
0,4.974842946,0
0,0,0
0,0,0
11.9494098,0,0
0,0,0
0,0,0
0,0,0
54.07632363,4.723016822,0
0,0,0
5.07059257,4.292650699,8.877175796
0,0,0
0,0,0
0,0,0
0,0,0
6.722718659,13.44543732,6.722718659
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.406967941,4.292650699,0
0,0,0
0,0,0
0,0,0
0,0,5.722768363
0,0,0
0,0,5.716524366
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
10.44578518,5.292153929,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,5.931812567
0,4.974842946,9.015667521
4.292650699,9.154748474,0
10.50499908,12.81066628,6.292054527
0,0,0
0,0,0
0,6.722718659,0
25.75590419,31.47867255,51.51180838
0,5.292153929,5.722768363
0,0,0
0,0,0
0,0,0
0,0,0
0,5.07059257,0
0,0,0
0,0,0
3.862594545,7.72518909,4.154158974
0,0,6.292054527
0,0,0
0,0,0
19.39571954,14.67270271,29.29799031
0,4.071302059,0
0,0,9.927321378
0,0,0
0,0,0
0,0,0
0,0,4.723016822
0,0,4.723016822
0,0,0
0,0,0
0,0,0
6.405333138,6.405333138,6.405333138
0,0,4.974842946
0,0,0
0,6.584074882,0
0,0,0
11.58420846,0,12.58410905
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,9.476333891,10.30707621
0,0,5.722768363
0,0,0
0,0,0
0,0,0
42.33723143,36.72776652,58.21369322
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.214408357,0,0
0,0,0
0,0,0
5.292153929,5.584137011,5.292153929
0,0,0
5.722768363,0,9.698438928
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
25.75590419,26.18627032,17.17122273
0,0,0
0,0,6.014774739
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.292650699,3.862594545,0
65.86128199,38.32412705,43.89892465
0,0,6.153413856
0,0,0
0,0,0
13.42216949,17.28476404,21.43892301
4.071302059,4.071302059,4.071302059
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
10.8108492,14.16905047,9.446033644
0,0,0
0,0,0
9.015667521,4.292650699,0
0,0,0
0,0,6.240248782
0,0,0
13.56045431,13.99084132,21.08434441
0,0,0
0,5.153538105,0
0,0,0
0,0,4.974842946
5.722768363,0,0
0,0,0
0,5.97467729,0
0,5.153538105,4.292650699
0,0,0
25.79027154,12.43018155,38.882376
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,3.862594545
0,0,0
0,0,0
6.212630577,6.212630577,0
8.585301397,5.722768363,0
5.153538105,0,0
5.292153929,5.292153929,0
0,0,5.292153929
0,0,0
0,0,0
3.862594545,0,0
0,0,0
0,0,0
7.72518909,10.01541906,0
11.87618222,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.155245244,0,0
0,0,0
0,0,0
6.722718659,13.44543732,6.722718659
4.657587153,0,3.862594545
0,10.26699687,0
0,6.722718659,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.292650699,4.723016822,15.88043433
0,0,0
11.56396452,5.781982259,0
11.01492229,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.722768363,5.722768363,5.722768363
20.43551677,30.49397984,15.29501147
15.24217779,0,0
9.283743419,4.40582999,0
0,0,0
0,0,4.723016822
0,0,0
12.92394558,18.57352173,18.57352173
0,0,0
0,0,0
8.155245244,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
9.836527325,15.42062813,15.36002139
5.722768363,5.292153929,0
0,0,0
0,0,0
0,14.36296148,5.153538105
0,0,0
0,6.316422771,0
6.153413856,0,0
4.885961244,9.154252299,93.22050406
0,6.722718659,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,5.722768363,0
0,0,0
0,0,0
6.212630577,5.722768363,6.212630577
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.501180385,5.501180385,5.501180385
5.931812567,0,0
0,0,0
0,0,0
6.584074882,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,5.501180385
0,4.723016822,15.103224
0,0,0
0,0,0
0,0,0
8.155245244,7.72518909,13.30831822
0,0,0
6.629009152,6.629009152,6.629009152
0,5.657311097,0
5.292153929,0,0
0,0,5.722768363
0,0,0
0,0,0
0,0,0
0,25.87426977,15.67241285
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
40.13603542,24.12717639,21.14342755
0,0,0
0,0,0
4.154158974,8.837024095,0
8.155245244,9.267493645,0
0,0,0
0,0,0
0,0,3.975670565
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
21.84243853,0,0
0,0,0
0,16.02006548,5.292153929
0,0,3.862594545
0,0,0
0,0,6.405333138
0,0,0
0,0,0
25.71290633,0,26.94378635
4.931990053,0,0
0,0,0
6.405333138,0,0
0,6.153413856,11.44553673
0,0,0
0,0,0
0,0,0
0,0,6.153413856
0,0,0
0,0,0
0,5.722768363,5.836040761
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,5.722768363
0,0,0
0,0,0
0,5.722768363,0
0,0,0
18.27851856,4.8616016,13.81186704
6.153413856,0,6.292054527
0,0,0
0,0,0
0,0,0
3.862594545,9.876554927,0
9.236145653,5.384355326,5.394974879
0,0,0
3.862594545,4.292650699,0
0,0,0
20.28216763,9.446033644,12.44789594
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,5.657311097,0
0,0,0
0,0,0
0,0,0
23.12762712,0,5.781982259
0,4.292650699,0
0,0,0
0,0,0
5.722768363,0,4.292650699
0,0,0
0,0,5.690901317
0,0,0
5.722768363,0,0
9.836527325,15.24186052,9.932194171
0,0,0
0,0,0
0,5.722768363,0
0,0,0
0,0,0
4.544373396,3.862594545,0
0,5.722768363,0
0,4.657587153,0
34.23456079,8.363952758,37.59541052
0,0,8.155245244
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
15.03009303,15.60727289,11.01492229
48.37375394,0,0
0,0,0
0,0,0
0,40.12983798,11.01492229
0,0,4.544373396
0,0,0
8.585301397,6.153413856,0
0,0,0
17.30999372,5.292153929,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.292153929,5.405415974,10.58430786
0,0,0
6.153413856,0,0
5.97467729,5.97467729,0
0,12.44789594,0
0,0,0
0,0,0
0,0,0
0,0,0
5.292153929,5.722768363,0
0,0,0
0,0,0
0,0,0
9.876787709,0,6.014774739
0,16.96439762,6.292054527
0,0,4.723016822
0,0,0
0,0,0
0,16.87636238,0
5.292153929,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
9.089298109,0,0
0,0,0
0,0,0
0,0,0
0,6.121545176,0
0,0,10.6975699
5.722768363,5.722768363,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.885770109,0,6.014774739
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,10.52711373,5.657311097
0,0,5.292153929
0,0,0
0,0,0
3.862594545,9.85304256,0
5.153538105,4.723016822,9.446188803
0,0,5.405415974
0,0,0
0,0,0
0,0,0
13.63776045,9.015667521,5.153538105
0,0,0
0,0,6.405333138
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
12.08522642,11.81071805,12.35464601
0,0,0
0,0,0
0,0,0
0,0,0
14.38150724,3.862594545,3.862594545
0,0,0
0,0,0
0,0,0
130.2792811,26.57403169,21.89123653
10.31674294,10.31674294,15.77188428
8.837024095,9.519354263,0
0,0,0
0,0,0
4.723016822,5.292153929,0
0,0,5.292153929
0,0,0
0,0,0
0,0,0
0,0,0
0,7.83826511,0
0,0,0
0,5.584137011,4.723016822
0,0,0
29.71663079,0,0
4.292650699,0,0
51.90751297,31.20807778,5.292153929
4.723016822,5.636249259,0
0,0,0
13.33855938,34.21775268,21.7741393
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.657311097,5.657311097,0
0,0,0
0,0,0
4.974842946,8.682779018,9.446033644
0,0,0
6.153413856,0,0
6.292054527,0,0
0,0,5.292153929
9.949685892,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.931812567,31.51802484,28.01557391
9.267390218,18.4228004,9.154748474
0,0,0
0,0,0
0,4.723016822,0
0,0,0
0,0,0
4.974842946,0,0
0,0,6.722718659
0,0,0
0,0,0
0,0,0
0,0,0
4.974842946,5.153538105,5.153538105
0,9.817951298,5.292153929
0,0,12.3371457
0,0,8.585301397
0,10.73779156,0
9.593334772,14.33860309,0
0,0,0
0,0,0
0,0,10.87630647
22.89107345,11.44553673,11.44553673
17.60096892,10.01541906,0
9.584804628,0,0
26.61663644,4.974842946,8.585301397
0,0,0
0,0,0
5.722768363,5.722768363,5.722768363
0,0,0
0,0,0
0,0,0
0,4.974842946,0
0,0,0
0,0,0
0,6.722718659,0
0,0,0
0,0,0
5.153538105,0,0
0,0,0
0,0,0
0,0,0
11.38831154,17.0966741,17.77143688
3.862594545,0,3.862594545
0,0,0
0,0,0
6.153413856,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
17.16830509,11.44553673,0
0,0,0
9.876554927,15.65853719,5.405415974
0,0,0
0,0,0
0,0,0
0,0,0
6.087953139,6.087953139,0
0,0,0
0,0,0
0,0,0
0,5.722768363,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.97467729,5.97467729,5.97467729
4.292650699,7.72518909,0
0,0,0
0,0,0
0,0,0
5.226703564,0,43.06645619
0,0,0
0,0,0
24.3229922,5.292153929,0
0,0,0
0,0,0
0,0,0
5.722768363,0,0
0,0,0
0,0,0
0,0,0
19.22673526,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.198462624,4.455523524,0
0,0,0
0,0,4.723016822
0,0,0
0,0,0
0,0,0
0,0,0
0,4.723016822,19.80925015
0,0,4.974842946
0,0,0
0,0,0
0,4.723016822,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.974842946,0,4.723016822
0,0,0
11.90352743,11.90352743,11.90352743
22.28465046,20.46095594,23.03198655
0,0,0
0,0,0
0,0,0
14.92977924,0,3.975670565
0,6.405333138,6.405333138
0,0,0
0,0,0
0,0,0
6.153413856,0,21.16861572
0,0,0
0,0,0
0,0,0
0,0,4.292650699
0,0,0
0,6.05244065,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,5.292153929
0,0,0
0,0,0
19.89937178,9.949685892,14.92452884
0,0,0
0,0,0
0,0,0
14.42087659,8.837437491,21.10699998
0,0,0
8.585611367,16.67542694,12.01783979
6.292054527,0,6.292054527
0,0,0
0,0,0
0,0,0
0,4.974842946,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
12.09622247,6.121545176,6.121545176
0,0,0
0,0,0
0,0,0
4.292650699,4.292650699,4.292650699
0,0,0
0,0,0
0,0,0
9.326581533,12.8779521,9.90461151
0,0,0
67.76441085,32.40637962,49.9077237
0,0,0
0,4.974842946,11.27911173
0,0,0
0,0,0
0,0,0
11.77154022,11.17792404,11.01492229
0,0,0
4.974842946,11.44556779,18.89206729
0,0,0
0,0,0
4.782208137,9.714198191,0
0,0,0
0,0,0
0,0,0
4.351813812,5.584137011,0
0,0,0
4.292650699,4.974842946,20.16264214
6.153413856,11.44553673,0
0,0,0
0,0,0
0,23.67087851,4.974842946
0,0,0
0,6.153413856,16.30707622
0,0,0
9.154252299,6.240248782,4.8616016
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
18.28316117,0,9.015667521
0,0,0
0,0,0
0,4.292650699,11.58778364
0,0,0
0,0,0
4.723016822,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,5.153538105
0,5.885770109,0
5.722768363,0,5.722768363
0,0,0
0,0,0
0,0,0
8.585301397,71.39541299,4.40582999
0,0,0
0,0,0
10.30715383,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.154158974,3.862594545,7.72518909
11.87618222,5.153538105,5.722768363
0,0,0
0,0,0
0,0,0
0,0,5.07059257
8.155245244,8.585301397,9.015667521
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,5.781982259
28.97420932,18.78671686,30.32865356
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.995209729,0,0
0,0,0
5.621800638,0,5.226703564
0,6.153413856,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
12.1048813,11.1282568,5.292153929
0,0,0
0,0,6.087953139
0,4.292650699,12.87826207
41.17258881,33.99819714,34.33661018
5.292153929,0,5.153538105
0,0,0
0,4.544373396,9.430366469
0,0,0
7.72518909,8.724196145,30.32460701
0,0,0
9.584804628,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
11.58420846,6.405333138,6.405333138
0,0,0
0,0,0
0,11.01492229,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,6.464550799,0
4.974842946,10.67005708,0
0,4.544373396,0
0,0,0
5.781982259,0,0
5.279603817,0,0
0,0,0
0,0,0
4.723016822,0,0
0,0,0
8.016753519,9.046145005,4.622092928
0,4.292650699,0
0,0,0
16.16844487,9.446033644,0
0,0,0
0,0,0
0,4.292650699,5.657311097
0,0,0
0,0,0
0,0,0
11.87618222,0,0
4.974842946,10.87630647,10.12838105
5.722768363,0,0
0,0,0
0,6.464550799,0
0,0,4.974842946
0,0,0
0,0,0
0,0,0
6.781937074,0,0
0,0,0
0,5.931812567,15.87646179
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
25.75196367,56.95637418,36.18787908
0,0,0
0,0,0
0,0,0
0,0,0
3.862594545,0,0
0,0,0
5.722768363,0,0
0,0,0
5.722768363,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
10.87630647,11.16827402,5.584137011
22.88483008,20.25110717,11.43301577
0,0,0
0,0,0
12.8779521,4.974842946,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,5.153538105
0,0,0
57.87930649,14.92452884,0
0,0,0
6.568344441,6.568344441,6.568344441
0,6.83599934,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,6.722718659
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.615911614,9.666005795,9.298005623
13.13008819,9.267493645,9.446188803
0,5.722768363,5.183845743
0,0,0
0,0,0
0,16.65212315,6.104976146
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,6.584074882
0,0,4.974842946
0,6.316422771,0
0,0,0
3.862594545,5.584137011,5.292153929
0,0,0
9.015667521,35.14936456,9.836444546
0,0,0
0,0,0
0,0,0
0,0,0
6.153413856,0,0
0,0,0
0,12.81066628,0
0,0,0
0,0,0
0,24.98400909,0
