uid,score
201,6.032315169
202,5.79066019
203,4.052727672
204,0
205,0
206,0
207,0
208,2.501569231
209,0
210,0
211,0.513310694
212,0
213,0
214,0
215,3.443026205
216,3.99496128
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0.661358805
230,0
231,0
232,0
233,0
234,0
235,4.137720766
236,3.89248693
237,0.229432952
238,0
239,6.202982496
240,0
241,4.455149966
242,0
243,1.075319423
244,0
245,0
246,0
247,0
248,1.111950247
249,0
250,0
251,0
252,0
253,1.228374505
254,0
255,0.817478148
256,0
257,0
258,6.646613542
259,4.124681212
260,0
261,4.545602346
262,0
263,0
264,0
265,0
266,3.934541576
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,1.071813305
275,0
276,4.62521743
277,0
278,0
279,0
280,0.442133913
281,0
282,1.109078444
283,3.988958502
284,0
285,0
286,0
287,4.965599845
288,0
289,0
290,1.070960459
291,0
292,0
293,0
294,0.380429404
295,6.093025846
296,0
297,0
298,5.159581639
299,0
300,0
301,0
302,0
303,0
304,0
305,1.453147094
306,0
307,0.372618509
308,0.576265135
309,0
310,0
311,0
312,0
313,1.202176953
314,0
315,4.813684849
316,3.928629857
317,0
318,0
319,0
320,0.654345612
321,3.566311267
322,0.333328534
323,0
324,0
325,4.810047797
326,0
327,0.753518323
328,0
329,3.164714374
330,0
331,0
332,0
333,0
334,5.892066947
335,0
336,0
337,0
338,0
339,6.687684136
340,0
341,0
342,0
343,4.454894801
344,0
345,0
346,0
347,0
348,3.647347721
349,0
350,0
351,0
352,0
353,0
354,5.486703351
355,0
356,0
357,0
358,4.143667218
359,0
360,0.822219361
361,4.577735812
362,0
363,0
364,1.669549796
365,0.587098704
366,0
367,3.650644127
368,3.622828334
369,0
370,0
371,0
372,0
373,0
374,0
375,0.175476859
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0.620573842
385,4.732530112
386,0
387,2.955189737
388,0
389,5.59717636
390,0
391,0.68630608
392,0
393,4.33181887
394,4.810265176
395,0
396,0
397,0.079593332
398,0
399,0
400,5.193885009
401,0
402,0
403,0
404,6.461255247
405,0
406,5.360424976
407,0
408,0.434129986
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,5.621853862
420,3.836803091
421,3.458447242
422,0
423,0
424,0
425,4.052253465
426,0.487308804
427,0
428,0
429,0.912666694
430,0
431,3.298385953
432,0
433,0
434,0
435,0
436,5.566575737
437,0
438,1.635058256
439,5.662760956
440,3.494205125
441,0.692559382
442,0
443,0.46431404
444,3.93597017
445,0
446,0
447,0
448,0
449,1.211811724
450,0
451,4.019122398
452,0.775080033
453,0
454,0
455,0
456,0
457,0
458,4.164582944
459,0
460,5.835359497
461,0.88110559
462,0
463,3.696737872
464,0.371651944
465,0
466,0
467,0
468,0
469,0.42097598
470,5.684138737
471,0.787541071
472,0
473,4.051197346
474,0.923177531
475,0
476,0.475656268
477,0.403207877
478,5.580128756
479,0
480,0
481,0
482,0
483,4.135619977
484,0
485,4.99131467
486,0
487,0
488,1.540785894
489,4.566555827
490,3.819056614
491,0
492,0
493,0
494,0
495,0
496,1.184595025
497,0.912323768
498,0
499,0
500,0
501,0.487318474
502,0
503,1.605272729
504,6.473947847
505,5.521307196
506,4.6828928
507,0
508,0
509,1.671621979
510,0.355513956
511,0
512,0
513,0
514,0
515,0
516,0.735692381
517,4.119501583
518,0
519,0
520,0
521,0.688205388
522,0
523,0
524,0
525,0
526,0
527,0
528,1.284406796
529,0
530,0.586987007
531,0.95890257
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,5.513265164
540,0.352708843
541,0
542,0
543,0.853425903
544,0
545,0
546,0
547,3.769107361
548,0
549,0
550,0
551,0.577568064
552,0
553,0.831848288
554,0
555,6.087410757
556,0
557,0
558,1.409906528
559,0
560,0.557995733
561,0.376057629
562,1.235998434
563,0
564,0
565,0.605879377
566,0
567,0
568,5.664074856
569,5.730591868
570,0
571,0
572,0.52309559
573,4.741728815
574,0
575,0.505646416
576,1.43122873
577,0
578,2.716079464
579,0
580,0.457791833
581,1.449195887
582,3.817379076
583,6.402089272
584,0
585,0
586,4.612731797
587,5.019002325
588,0
589,0
590,0.556868405
591,0.35605516
592,0.521916922
593,0
594,5.020069778
595,0
596,4.808323799
597,0
598,4.622471608
599,0.275572549
600,0
601,0
602,0
603,0
604,0.431403674
605,0
606,3.945836853
607,0
608,0
609,0
610,0
611,4.294377331
612,0
613,5.779673843
614,0.463303931
615,0.824089529
616,4.975074809
617,0
618,5.454887889
619,1.538330661
620,4.040600257
621,0
622,5.159948692
623,5.588132125
624,0
625,4.688375478
626,0
627,4.880341405
628,0
629,0
630,4.243424689
631,0
632,0
633,0
634,0
635,0
636,0.266857684
637,0
638,0
639,0
640,0
641,5.760806091
642,1.164524108
643,5.00384055
644,0
645,0
646,4.419188454
647,5.044608157
648,0
649,2.709597586
650,0
651,6.013445538
652,0
653,0
654,0.875247801
655,0
656,0
657,0
658,0
659,3.115465263
660,5.084552523
661,5.320060324
662,0.85267917
663,0
664,0
665,0
666,4.324149044
667,0
668,3.35752259
669,0
670,0
671,1.490422579
672,0
673,0.532109969
674,0
675,0
676,3.288286179
677,0
678,0
679,0
680,0
681,5.730325509
682,0.838503968
683,3.795639234
684,0
685,0.836306319
686,0
687,0
688,0.228932333
689,0
690,0
691,5.28557661
692,0.669351525
693,5.259203045
694,0
695,0
696,4.635835916
697,0.699029652
698,0
699,0
700,0.775668475
701,0
702,0
703,0
704,2.177444812
705,0
706,4.206337687
707,0
708,0
709,0
710,0
711,6.150453233
712,0
713,0
714,0
715,0
716,0
717,0.61749305
718,0
719,0
720,0
721,4.31663888
722,0
723,4.131960238
724,0
725,0
726,0
727,0
728,0
729,0.749629547
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,4.556685644
739,3.798216948
740,0.975298806
741,5.960657351
742,0
743,0
744,0.537457538
745,5.823849613
746,4.645197789
747,0
748,0
749,0
750,0.54562438
751,0.699311536
752,0
753,0
754,1.036197932
755,1.851607001
756,0
757,0.350583907
758,5.740169373
759,0.583754074
760,4.029453601
761,0.779249565
762,0
763,0
764,3.068628027
765,3.722741591
766,0
767,0
768,0
769,5.423083793
770,3.314286347
771,0
772,0.715210939
773,0
774,6.127723598
775,0
776,0
777,0
778,0
779,0
780,0
781,4.925173072
782,4.449208768
783,0
784,0
785,0
786,6.700779302
787,0
788,0
789,0
790,0
791,0
792,0
793,0.282483892
794,0
795,0
796,3.113830871
797,0
798,5.241159558
799,0
800,0
801,0
802,0
803,0
804,5.010698844
805,0.377041253
806,3.900542806
807,0
808,0
809,0
810,0
811,0
812,0
813,0.99788444
814,6.251438828
815,4.90995817
816,0
817,0
818,5.15763065
819,3.553754355
820,0
821,0
822,0
823,0
824,0
825,4.116243911
826,0.081228097
827,0
828,2.673050404
829,0
830,4.460404158
831,0
832,4.101373097
833,0
834,0.423605814
835,0
836,4.378402426
837,0.638542903
838,0
839,0.650265304
840,0.870530739
841,0.547183142
842,5.639231572
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,3.031936808
851,0
852,0
853,0.421734773
854,1.135507566
855,0.686541032
856,2.318392127
857,3.580219244
858,0
859,0.375451895
860,0.262891593
861,0
862,0
863,0.879778624
864,0.770824411
865,0
866,0
867,0
868,0
869,0
870,1.468226377
871,0
872,0
873,5.614699636
874,2.775065596
875,0.804652893
876,0.849482415
877,0
878,0
879,0
880,0
881,0
882,4.246437774
883,0
884,1.332855469
885,2.359933799
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,4.961022453
894,5.737173832
895,1.670417392
896,1.263747149
897,0.550792555
898,3.584637462
899,0
900,6.329648464
901,0
902,0
903,0.718266596
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0.931559769
912,5.945026289
913,1.065931575
914,0
915,0
916,4.162702578
917,0
918,0.59273287
919,0.074141012
920,6.223728774
921,0.932459967
922,0
923,0
924,0
925,0
926,0
927,0.789528102
928,0
929,0
930,5.489833499
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,4.456402921
940,0.653114545
941,0
942,0
943,0.759414838
944,0
945,0
946,0
947,0
948,0.894590728
949,0
950,3.830616182
951,5.071380164
952,0
953,0
954,0
955,4.696236566
956,0
957,5.924747076
958,0.120213711
959,0.30503024
960,4.386734741
961,0
962,0
963,0
964,5.298612408
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,5.977614725
975,0
976,0.647130174
977,1.234231536
978,1.434399165
979,0
980,0
981,3.298303939
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0.751060336
993,0
994,4.700762853
995,2.884894537
996,0
997,4.379801118
998,0
999,0
1000,6.098634706
1001,0.766779331
1002,0
1003,0.394085513
1004,5.288144934
1005,0.778282457
1006,0
1007,0
1008,4.109676706
1009,0
1010,0
1011,4.686443164
1012,0
1013,0
1014,0
1015,0
1016,0
1017,3.791442439
1018,0
1019,0
1020,0.82711901
1021,0
1022,5.081114593
1023,5.339045007
1024,0
1025,0
1026,0
1027,0.891434253
1028,4.896686416
1029,0
1030,0.693143493
1031,0
1032,4.782299902
1033,0
1034,0
1035,0
1036,0.586931213
1037,0
1038,0
1039,0
1040,0.335247534
1041,0
1042,0
1043,0
1044,5.175708707
1045,1.476692334
1046,0.552152539
1047,0
1048,3.299050195
1049,0
1050,4.18146784
1051,0
1052,0.529069949
1053,4.465828383
1054,0
1055,0
1056,0.644512381
1057,0
1058,0
1059,0.445041864
1060,0.570218749
1061,0.942881771
1062,5.615263607
1063,3.361209889
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,5.689349398
1072,1.983232116
1073,0
1074,0
1075,5.589130418
1076,3.199050684
1077,0
1078,0.935224838
1079,0
1080,1.479126518
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,3.425835274
1099,0
1100,0.804768403
1101,0.943434774
1102,2.732854716
1103,0
1104,0
1105,0
1106,0
1107,1.339383953
1108,0
1109,0
1110,0
1111,5.161409193
1112,5.103109434
1113,3.414321393
1114,0
1115,0
1116,1.257915512
1117,0.705008075
1118,0
1119,0.238661946
1120,0
1121,0
1122,0
1123,0.604706915
1124,0
1125,0.794183151
1126,0
1127,0.765151899
1128,0
1129,0
1130,0
1131,3.772831884
1132,4.454425069
1133,0.911364368
1134,0
1135,0
1136,0
1137,0
1138,0
1139,5.91833576
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,4.289946249
1149,4.239530346
1150,0
1151,0
1152,1.221406715
1153,4.386381458
1154,4.040531009
1155,0
1156,0
1157,0
1158,4.565408654
1159,0
1160,4.934871133
1161,0
1162,0
1163,0
1164,0
1165,0
1166,5.776926463
1167,0
1168,0
1169,0
1170,0
1171,3.792783103
1172,0
1173,0
1174,0
1175,6.330955077
1176,5.889907521
1177,3.212913056
1178,0
1179,0.439737257
1180,0.864819381
1181,3.561543684
1182,0
1183,0
1184,0
1185,0
1186,0.457710405
1187,0
1188,3.594320039
1189,0
1190,2.052381634
1191,0.81027781
1192,5.574311645
1193,1.367084145
1194,0.825879499
1195,4.937596191
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,1.146452526
1203,0
1204,0
1205,4.387201128
1206,0
1207,0.557804267
1208,0.582406504
1209,4.033607038
1210,0.210781652
1211,0
1212,0
1213,0
1214,0
1215,0
1216,5.910754178
1217,5.167623627
1218,0
1219,0.315887708
1220,0.615069198
1221,0
1222,0
1223,0.466758156
1224,4.765993957
1225,0
1226,0
1227,0
1228,0
1229,4.470777384
1230,3.142994036
1231,5.529509904
1232,3.259899381
1233,0.727240334
1234,1.428096923
1235,0
1236,0
1237,4.600977232
1238,5.424561084
1239,1.452677419
1240,1.311232059
1241,4.791467715
1242,0
1243,0
1244,5.423773931
1245,0
1246,0
1247,0
1248,0.423615767
1249,0
1250,1.293474371
1251,0.367487528
1252,0
1253,0
1254,2.559253881
1255,0
1256,0
1257,0
1258,6.363766245
1259,3.507760341
1260,0
1261,0
1262,0.269155267
1263,0
1264,0
1265,0
1266,0
1267,0
1268,1.828720971
1269,0
1270,4.631109901
1271,0
1272,0
1273,0.234949826
1274,0
1275,3.161824306
1276,0.518694708
1277,0
1278,0
1279,1.557686448
1280,0
1281,0
1282,0
1283,0
1284,0
1285,5.323239048
1286,1.032951545
1287,0
1288,0
1289,0
1290,5.513341377
1291,0
1292,0
1293,1.353034923
1294,0
1295,0
1296,0
1297,0.564152864
1298,0
1299,0
1300,0
1301,0.85867492
1302,0
1303,0
1304,0
1305,0
1306,0.90954541
1307,0
1308,3.673368567
1309,0
1310,0
1311,0
1312,0.504275659
1313,4.982129808
1314,3.817595785
1315,0
1316,0
1317,1.715427333
1318,0
1319,0
1320,0
1321,0
1322,0.526084632
1323,0
1324,0.808573252
1325,3.596139669
1326,0
1327,6.341051945
1328,5.589325728
1329,0
1330,0
1331,0
1332,3.597273267
1333,4.892061379
1334,0
1335,0
1336,0
1337,5.335865484
1338,0
1339,0
1340,0
1341,2.788526952
1342,0
1343,0.643992325
1344,0
1345,0
1346,0
1347,0
1348,4.749266859
1349,0
1350,0.537507011
1351,5.44253621
1352,0
1353,0
1354,0
1355,5.180320412
1356,0
1357,4.555866656
1358,5.814671285
1359,0
1360,0
1361,0
1362,0.980535506
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,5.97202162
1370,0
1371,0
1372,0
1373,3.603566417
1374,0
1375,0
1376,0
1377,4.860404158
1378,0
1379,6.138524959
1380,0
1381,4.973564649
1382,1.233393841
1383,0
1384,0
1385,5.016524488
1386,0
1387,5.324449653
1388,0
1389,0
1390,1.003273462
1391,0
1392,0
1393,0
1394,0.599018459
1395,0.682123774
1396,5.255646166
1397,0.974923112
1398,0
1399,0
1400,4.562115359
1401,0.258087857
1402,4.504414047
1403,0
1404,4.3170121
1405,0
1406,0
1407,0
1408,0
1409,0.608230812
1410,0
1411,0
1412,0
1413,0.838461147
1414,0
1415,0
1416,0
1417,0
1418,4.700232552
1419,0
1420,0
1421,3.711391971
1422,0
1423,0
1424,0.355412632
1425,0
1426,0
1427,0
1428,0
1429,3.710558018
1430,0.743389057
1431,4.609541829
1432,0
1433,0
1434,0
1435,4.953776989
1436,0
1437,0
1438,2.397151262
1439,0
1440,0
1441,0
1442,0
1443,0.880064678
1444,0
1445,0.243200421
1446,3.47437437
1447,5.061075428
1448,0
1449,0
1450,0
1451,3.764368333
1452,4.16094857
1453,0
1454,0
1455,0
1456,0
1457,0
1458,4.140841957
1459,5.859733084
1460,0
1461,0
1462,0
1463,0
1464,0
1465,2.258166512
1466,0
1467,4.283387513
1468,0.232027194
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,5.139050794
1476,0
1477,4.47669329
1478,4.42221443
1479,6.620588865
1480,4.057960174
1481,0
1482,4.198814673
1483,0
1484,5.176804734
1485,0
1486,0.821402803
1487,0
1488,0.314405587
1489,0.341234262
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,5.86781699
1498,0
1499,0
1500,0.747061115
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0.943404605
1509,0.929874081
1510,0.461197933
1511,0
1512,0.33876758
1513,1.512155164
1514,0
1515,0
1516,0.545032712
1517,0
1518,4.208270664
1519,0.584802257
1520,0
1521,1.397108598
1522,0
1523,0
1524,4.250466939
1525,0
1526,0
1527,0
1528,1.091402101
1529,4.723678808
1530,1.113114772
1531,0
1532,0.389424963
1533,3.725354991
1534,0
1535,0
1536,0
1537,0.861470768
1538,0
1539,5.286660905
1540,0
1541,0
1542,0
1543,0
1544,0
1545,0
1546,0
1547,6.317794668
1548,0
1549,0
1550,0
1551,0
1552,1.225211329
1553,0
1554,0.252699812
1555,0
1556,0.66467015
1557,0
1558,0
1559,0
1560,0
1561,0
1562,5.593172
1563,6.039494768
1564,0
1565,0
1566,0.987509157
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,2.018540785
1576,0
1577,5.583151869
1578,0
1579,6.36248215
1580,0.281128553
1581,0
1582,0
1583,0
1584,0
1585,5.045993818
1586,0.317952013
1587,0
1588,0
1589,0
1590,0
1591,0
1592,0
1593,4.753069245
1594,4.746132974
1595,4.024109814
1596,0
1597,0
1598,5.347151932
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,5.159536615
1609,3.998324423
1610,0.467286366
1611,0
1612,4.323509239
1613,0
1614,5.10365075
1615,0
1616,0
1617,0
1618,0
1619,0.672168815
1620,0
1621,1.470119176
1622,0
1623,0
1624,1.717865293
1625,0
1626,0
1627,0
1628,4.332408562
1629,0.860063579
1630,0
1631,5.170991156
1632,0
1633,4.663157775
1634,0.811705631
1635,0
1636,0
1637,0.47352333
1638,0.57721141
1639,0.93387982
1640,0
1641,3.129985712
1642,0
1643,0
1644,0
1645,3.57261641
1646,0
1647,0
1648,0
1649,0.358760755
1650,0
1651,0
1652,0
1653,4.911460608
1654,0
1655,5.099975839
1656,5.773696132
1657,0.612226872
1658,1.436130688
1659,0
1660,0.421213929
1661,0.303081505
1662,5.698029526
1663,0
1664,0
1665,3.936667945
1666,0
1667,0.528926945
1668,0
1669,0
1670,0
1671,0
1672,0
1673,4.297356151
1674,0
1675,0
1676,1.636332669
1677,0
1678,4.131039698
1679,3.762557427
1680,0
1681,0
1682,0.248527672
1683,0
1684,0
1685,0
1686,3.81417976
1687,1.593987049
1688,0
1689,3.211405366
1690,0
1691,1.169420951
1692,0
1693,0
1694,1.117190741
1695,5.266952842
1696,0
1697,0
1698,4.550287913
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0.883340859
1706,0.847998193
1707,0
1708,0
1709,0
1710,0.220118213
1711,0
1712,5.233627466
1713,0
1714,0
1715,3.962560306
1716,0
1717,0
1718,0
1719,0
1720,0
1721,1.533775597
1722,0.882147932
1723,0
1724,5.076494173
1725,4.770945001
1726,0
1727,0
1728,0.261936622
1729,0
1730,0
1731,4.489008915
1732,5.529533641
1733,0
1734,0.927276857
1735,4.212806802
1736,0
1737,0
1738,0
1739,0
1740,0
1741,4.64141895
1742,5.091561276
1743,0
1744,0
1745,0
1746,1.451799947
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0.390209091
1753,4.385602276
1754,4.758404125
1755,0
1756,0
1757,0
1758,1.421017058
1759,3.889124319
1760,0
1761,0
1762,0
1763,0
1764,0
1765,0
1766,0
1767,0
1768,0.873261522
1769,0
1770,0
1771,4.273738332
1772,1.236941141
1773,0.169461433
1774,0
1775,6.107616308
1776,0.309203341
1777,4.021104948
1778,0
1779,4.834261005
1780,0
1781,0
1782,0
1783,4.217075472
1784,0.740571176
1785,0
1786,5.234170454
1787,0.353356071
1788,0
1789,3.647765123
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0.351431863
1798,0
1799,0
1800,0
1801,0.570673595
1802,0
1803,0
1804,4.949768792
1805,0.385725725
1806,0
1807,4.451012606
1808,5.239625277
1809,0.958711156
1810,4.757733045
1811,0
1812,0
1813,0.431823349
1814,0
1815,0
1816,4.845501551
1817,0
1818,0
1819,5.767920693
1820,0
1821,0
1822,4.207979959
1823,0.300852687
1824,3.006046455
1825,0
1826,0
1827,1.304336493
1828,0
1829,0.760575167
1830,0.457523187
1831,0
1832,0
1833,4.521101467
1834,0
1835,4.141458097
1836,0
1837,0
1838,0
1839,0
1840,0
1841,0
1842,5.56171208
1843,0
1844,1.732083727
1845,4.677512994
1846,0
1847,0
1848,3.869758989
1849,0
1850,4.4244116
1851,0
1852,4.691154068
1853,0
1854,0
1855,5.414210971
1856,5.264575802
1857,4.238503319
1858,0
1859,5.163736782
1860,0.601117808
1861,0
1862,1.382253949
1863,1.574857243
1864,5.605568651
1865,0
1866,0.467373134
1867,4.051977407
1868,3.585738183
1869,5.331544533
1870,0
1871,1.478510725
1872,0
1873,5.115302339
1874,0
1875,0
1876,0.913267808
1877,5.403925027
1878,0
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,4.256567065
1890,0
1891,1.333207743
1892,5.251927292
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,2.047247683
1900,0
1901,1.094812574
1902,0
1903,0
1904,0
1905,0.847061549
1906,5.410216159
1907,0
1908,5.07690999
1909,5.024115217
1910,0
1911,0
1912,0
1913,1.388347482
1914,0.448775541
1915,0.255313274
1916,0
1917,0
1918,0
1919,0.450563873
1920,0
1921,0
1922,0
1923,0.171612043
1924,0
1925,4.961551996
1926,4.236403274
1927,0
1928,4.530731825
1929,0
1930,5.72389072
1931,0.630734858
1932,0
1933,0.371729451
1934,0.877822501
1935,0
1936,0
1937,0
1938,1.239425901
1939,0
1940,3.472051175
1941,4.812381755
1942,0
1943,4.110468803
1944,0
1945,4.322945874
1946,1.799478285
1947,0.569604679
1948,0
1949,4.474961851
1950,0.70290577
1951,0
1952,0
1953,0.607483649
1954,3.60359175
1955,0
1956,0.204126722
1957,0.634449879
1958,0
1959,0
1960,0
1961,0
1962,4.693980554
1963,2.351498513
1964,5.402623266
1965,1.063386074
1966,0
1967,0
1968,5.984992883
1969,0
1970,1.06425795
1971,1.048928788
1972,0
1973,0
1974,0
1975,4.033497502
1976,0.554792895
1977,0
1978,0
1979,1.481931781
1980,1.804508512
1981,0.472841917
1982,1.228772646
1983,0.504329461
1984,0
1985,3.941577372
1986,0
1987,0
1988,4.806324263
1989,5.123304762
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,4.428703188
2000,0
2001,0
2002,0
2003,5.544684387
2004,5.665458844
2005,0.791927064
2006,0
2007,0
2008,0
2009,4.827249604
2010,0
2011,0
2012,1.177405523
2013,0
2014,0.29294141
2015,5.705186937
2016,0
2017,3.081366886
2018,0
2019,0
2020,4.541630719
2021,1.213175037
2022,0
2023,4.879997433
2024,1.199975842
2025,6.125843948
2026,0
2027,4.380907664
2028,0
2029,1.741423931
2030,0.369749541
2031,0
2032,0
2033,0.435019389
2034,0
2035,5.001103905
2036,3.048049771
2037,0
2038,0.616362532
2039,5.727612729
2040,0.48119459
2041,0
2042,0
2043,0.825292264
2044,0
2045,0
2046,0
2047,0
2048,5.933281917
2049,0.380081212
2050,0
2051,0
2052,0
2053,0.675401031
2054,0
2055,0.238650021
2056,4.910682915
2057,0
2058,0
2059,0
2060,0
2061,0
2062,4.465757023
2063,0
2064,0.892886805
2065,5.045718085
2066,3.989550517
2067,5.614540798
2068,3.67825539
2069,0
2070,5.090916876
2071,0
2072,0
2073,5.450128903
2074,0
2075,0.472940951
2076,0
2077,5.417374437
2078,0
2079,4.575144955
2080,4.548480737
2081,0.840082587
2082,0.406896352
2083,0
2084,0
2085,0.727811206
2086,0
2087,0
2088,1.539447272
2089,4.200468857
2090,0
2091,0
2092,3.283897039
2093,0.857986863
2094,0
2095,4.39420651
2096,5.524224848
2097,0
2098,0
2099,4.513750674
2100,0.593969973
2101,4.686209305
2102,0
2103,0
2104,0
2105,0.810144906
2106,0.874300956
2107,0.25669442
2108,0
2109,0.042586247
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,5.172926502
2118,0.589542481
2119,1.408309855
2120,2.901395492
2121,0
2122,4.845777614
2123,0
2124,0
2125,3.270791201
2126,0
2127,0
2128,0
2129,1.632162784
2130,0
2131,0
2132,5.616873486
2133,0
2134,3.726207823
2135,6.144169623
2136,0
2137,0
2138,0
2139,0
2140,0
2141,0.556843211
2142,0.755596655
2143,0
2144,5.13434746
2145,0
2146,0.603911772
2147,0
2148,3.621096169
2149,0
2150,0
2151,0
2152,0
2153,0
2154,3.668742498
2155,0
2156,0
2157,0.191688182
2158,5.68666472
2159,0
2160,0
2161,5.923503819
2162,0
2163,5.156072519
2164,0.391961626
2165,0
2166,0
2167,0
2168,0
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,0
2176,0.853483677
2177,0.279959484
2178,0
2179,0.667510486
2180,3.713563164
2181,0
2182,0
2183,0
2184,0
2185,1.143663448
2186,4.187908236
2187,0
2188,5.507588393
2189,0
2190,4.424283076
2191,4.730735924
2192,0
2193,0
2194,0
2195,0
2196,3.703064305
2197,0
2198,0
2199,5.279795867
2200,0
2201,3.622954158
2202,0
2203,0
2204,0
2205,0
2206,0
2207,1.762224315
2208,4.32543869
2209,4.765599005
2210,0
2211,0
2212,0
2213,4.664371682
2214,4.3315166
2215,4.140994578
2216,0
2217,0
2218,0
2219,0
2220,4.614650818
2221,1.322768857
2222,6.34231337
2223,3.917348009
2224,0
2225,0
2226,0
2227,0
2228,3.926738602
2229,0
2230,0
2231,0
2232,0.555660883
2233,0
2234,0
2235,0.338807533
2236,1.128400967
2237,0
2238,0
2239,0
2240,0
2241,0
2242,0
2243,0
2244,0
2245,0
2246,0.796674893
2247,0
2248,5.148093005
2249,0
2250,0
2251,5.657930501
2252,0
2253,0
2254,4.980154734
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,1.029443204
2263,0
2264,4.615178935
2265,0
2266,0.651332945
2267,0
2268,0
2269,0
2270,4.970334205
2271,0.539750471
2272,0
2273,0.470245645
2274,0
2275,0
2276,0
2277,0.551745809
2278,3.477605978
2279,5.477517955
