uid,score
68358,5.511736828
69919,5.168195899
25928,0
54647,0
42865,0
50650,0
47978,0
85445,5.475998082
69663,0
44242,0
73637,2.067592433
52932,0
53062,0
47387,7.131040708
18520,0
80220,0.007088707
86622,0
37128,0
68370,0
21115,0
66965,0
24277,0
77283,0
57880,0
40244,0
46636,0
66765,0
3980,0
89209,0
49425,0
26778,5.925721714
33646,0
82071,0
651,6.279301465
12674,5.259882096
90722,6.381623051
61186,0
11295,0
22511,0
71307,0
58287,0
47427,0
87186,4.625984956
80014,0
40164,0
69244,0
73980,0
85844,0
3405,5.269920203
51602,0
86240,0
78923,0
14632,0
22949,6.052618368
80532,0
8738,5.317837923
90652,0
33100,0
4563,0
49254,0
37689,4.262456933
48942,4.992055636
36177,0
89525,0
67277,0
54330,0
17134,6.387639967
64879,0
45292,4.717102484
69456,0
87594,0
21125,0
12953,0
57550,0
89165,5.365023913
87107,0
40291,0
18196,0
5474,0
22015,0
49850,0
15564,0
41162,0
22338,0
50298,5.70271329
14979,5.594082726
87488,4.548885103
12972,0
12110,5.754636845
12419,0
20281,0
2838,6.206675523
71711,5.694796159
49292,0
55141,0
6904,0
5685,0
81079,0
3665,4.245164603
27553,0
43800,0
2202,0
9379,0
25079,0
81713,6.17225421
54936,0
6027,0
87477,0
39590,0
86037,0
88939,0
57408,0
25698,0
50065,0
61960,0
65985,0
4827,0
84146,0
36555,5.667885062
64042,0
85301,5.768350993
56161,0
8061,0
83657,0
37617,0
90275,0
82275,0
32220,0
40569,0
5992,0
41668,4.390273804
850,3.826224835
15,0
69621,0
90365,0
85890,0
75506,4.975073313
597,0
40037,0
59236,0
18387,0
67455,4.962133571
71692,6.096244948
55596,0
21473,0
26017,0
27087,6.050167487
19179,0
69516,0
24348,0
28467,0
43748,4.116809766
2428,5.708571324
29593,0
20098,0
17933,6.328429276
75959,4.718697896
37049,0
21771,4.874715881
55255,6.313178635
31628,0
50325,0
62298,0
24003,0
68658,4.78350753
74929,0
16602,0
46832,0
86073,0
60419,0
8379,0
31392,5.962884947
20113,0
18770,0
64279,0
65345,0
33028,6.054064136
64322,0
2682,5.286410276
20585,5.27995434
22568,0
18960,0
9529,0
1082,0
8375,0
88778,0
19211,0
86345,0
32532,0
12295,0
42224,0
83532,0
88448,0
19032,0
85971,0
78352,0
56391,5.142852323
87491,0
57311,0
72650,5.963410708
46104,0
32425,0
35972,0
32261,0
71118,0
14893,0
85177,0
80392,0
24864,0
67967,0
52004,0
84277,0
19289,0
73995,0
80873,4.175056467
15014,0.006615192
48421,0
32,0
3705,5.550921446
87409,0
77839,5.908741947
57509,0
62718,0
59002,5.664770535
63709,0
57151,0
72332,4.094114959
49904,6.305893606
23658,0
13797,0
21207,6.141154799
60423,6.441584371
1468,0
81916,0
2080,6.566800516
72128,0
86418,0
85939,0
27933,0
75619,5.939151128
25537,0
4948,0
61896,0
57621,0
70666,0
70408,0
39007,0
89854,0
7212,0
49022,0
5321,0
51662,0
19694,0
70025,5.687522463
306,0
55837,0
13046,5.290776954
83902,0
11799,0
68356,0
89082,0
65546,6.300095777
68225,0
15031,0
61583,0
27257,0
42820,0
56711,5.665728783
40150,0
6742,0
42541,0
79354,0
61688,0
70080,5.707224194
15586,0
21240,0
9058,0
7503,0
70180,0
88818,0
75,0
42302,0
32233,0
85252,5.9039292
18401,0
79505,0
63322,0
53441,0
45137,0
41432,3.879647695
84529,6.037762425
10518,0
60977,0
78201,0
70222,0
10728,0
85280,0
55280,0
19576,6.007437413
82205,0
38677,0
60121,0
19159,0
52649,0
39096,5.837108645
11189,0
20689,0
82348,0
22668,0
67700,0
16843,0
15833,0
21216,0
74934,0
17283,0
4221,0
70970,5.224487974
62653,0
18891,0
37724,0
70696,0
60054,0
23902,0
82174,4.872206232
63843,0
75534,0
71587,0
39443,0
28102,5.288266974
73061,0
80281,0
20347,0
71158,0
3339,5.424622175
56966,0
9842,0
71190,0
26633,0
41894,0
41913,5.155194672
14237,0
51809,0
15938,0
22948,0
31969,0
14654,0
88151,0
56433,0
39988,0
61700,0
80805,0
51399,0
73591,0
48399,0
33775,6.127626628
56730,0
69945,0
1432,0
86807,0
65729,0
87444,0
38143,0
63575,0
61485,0
19823,0
86094,0
77527,0
48465,0
49810,0
38309,0
58568,0
71592,5.480788956
14615,0
63767,0
69496,0
64399,0
57378,0
86729,3.805002603
88087,0
53346,0
14834,0
78257,6.732965122
64822,0
68810,6.319806886
68556,0
83119,0
18782,0
20609,5.747908854
10513,4.634947353
85810,0
46889,0
20161,0
54654,0
19839,0
82129,0
69013,0
62822,5.361436465
8840,0
33430,0
42706,0
31055,0
64582,0
21947,0
52201,4.267779978
65736,0
45526,0
35897,0
56500,0
26452,0
60647,0
12406,0
67921,0
9705,0
61055,0
78325,0
82358,0
67166,6.031838783
20877,0
41487,0
64043,0
31410,0
68308,6.357993567
20558,0
13496,0.004828243
23115,0
57426,0
5145,5.593964511
29361,0
61327,0
27604,0
30399,0
58368,0
66447,6.219160662
71987,0
4016,5.568948955
31822,0
33825,0
24651,0
26775,0
34024,0
54244,0
47563,0
78323,6.404857936
61248,0
26324,0
58804,0
20887,4.821815282
10840,3.506699581
22097,0
28218,0
34215,0
89345,0
63105,0
6550,0
31495,6.406743338
14604,4.965993777
41230,0
78642,0
4251,0
72779,0
852,0
70848,0
50961,0
64736,0
54133,0
37850,0
22929,5.555258341
44965,0
54855,0
56536,0
16514,4.744792071
62761,0
66440,0
54725,0
69642,0
28023,0
79323,0
54861,0
2676,0
5914,0
87923,0
17375,0
37436,0
23534,0
70103,0
61655,0
37608,0
18706,0
54526,0
10583,0
85024,0
30104,5.401692045
21824,0
61752,0
19811,5.257950463
56127,0
79131,0
56928,0
14103,0
10972,0
39011,5.99707372
18658,0
61330,0
33316,0
27738,0
85855,0
90494,0
16015,0
84857,0
44128,4.237195879
10231,1.626391028
57528,6.049776066
71288,0
81629,0
65165,0
64899,4.955634558
65515,0
32347,0
52423,0
26075,4.301371888
41471,0
72665,0
18392,0
37659,0
24944,0
3623,0
15767,0
29108,5.334478939
68015,0
58949,0
17946,0
20079,0
11894,6.408966597
30189,0
42493,0
26973,4.207191644
72852,0
53606,0
68751,0
64684,0
47944,5.149767935
75675,0
62706,5.58987559
66581,0
59591,0
58410,6.692044027
90732,0
53055,5.785128532
30938,0
88604,5.602866923
47720,0
86531,0
34646,0
3757,0
6355,0
35429,0
27536,0
3791,0
52327,0
1392,0
47521,0
3140,5.376423484
50455,0
18217,0
89144,0
64568,0
29104,0
12949,0
81621,0
25177,5.28818045
47749,0
58886,0
85943,5.386879189
21514,0
66971,0
81067,0
41127,0
33536,5.939356799
362,0
3358,6.612207766
53953,3.917190136
15286,0
11439,0
14115,0
66694,0
23659,0
51345,0
17449,0
18048,0
86190,5.730190336
27850,0
57650,0
62178,0.004828243
37719,5.285340677
55353,6.502800938
65925,0
52114,0
58272,0
19752,4.322482894
16527,0
39523,0
17206,0
8870,0
35996,0
89707,5.833355218
79480,0
56211,4.94504392
16002,0
35923,0
37475,0
21523,0
89399,0
58010,0
61402,0
69228,5.269601991
38644,0
68480,0
74627,6.171200991
28421,0.006136752
63269,0
3804,0
82221,0
31499,0
6221,0
30372,0
48538,0
47121,0
65338,0
1366,0
263,0
42885,6.026039853
69274,5.506759243
53191,0
26310,6.917108227
21643,0
41852,0
332,0
86241,6.348493655
7582,0
88475,6.209018424
26601,4.996770859
38920,0
86635,6.631302635
6033,5.520635206
7956,4.671693033
21575,0
88029,0
38853,6.54740431
25718,0
73903,0
37541,0
27480,0
88358,0
69182,5.090555036
34980,0
82161,5.272989456
61373,5.242743106
86890,0
79583,5.77396275
80968,0
421,3.97695814
43123,0
3097,0
6766,5.07557162
34950,0
3809,0
17908,0
10798,0
69584,6.088578074
70885,0
36345,4.709057796
53007,0
32648,0
87805,0
83461,0
33972,0
68144,0
57467,0
60205,0
49374,6.502021681
21418,0
27551,0
30629,0
81773,0
68746,4.643432518
48265,0
51959,0
67648,0
73764,6.311026144
19571,0
29171,0
46481,0
41910,0
59064,5.226447048
84650,0
16470,5.19379455
63342,0
44062,4.608955962
9073,5.754315701
65850,0
59614,0
40548,5.392091907
63285,4.853445125
66077,0
63822,0
70107,5.6389208
49412,5.183097175
51772,0.006441923
25778,4.976683094
65335,5.25580095
59013,6.221584262
49063,0
15041,0
81829,0
71399,0
20048,0
25404,6.310508661
48858,6.414164073
59613,0
84942,0
19302,6.536374746
18511,0
45908,5.245509443
70392,6.15563855
17680,0
45740,0
75923,0
8861,0
20198,0
44354,0
76349,0
53175,0
64319,0
65169,0
67324,0
8551,5.64701901
60413,0
83706,0
69474,0
41449,5.430054428
10627,0
79838,0
46254,0
38321,0
37709,0
53622,0
52066,0
26837,0
83093,0
75599,0
47778,5.195984483
61506,0
47260,0
70395,0
30677,0
77041,0
40454,0
23715,3.874758988
64636,0
18480,0
44744,0
29857,4.075298277
2628,6.393209472
3571,0
50668,0
28265,5.994179419
41592,5.553142871
71008,0
88149,4.884466569
56037,4.257252836
27419,0
1466,0
487,0
73055,0
10123,0
12383,6.451198864
38035,5.163467994
73999,5.658799367
35898,0
44183,0
12117,6.261289292
90857,0
70310,5.511235387
48002,0
47267,0
57624,0
76404,6.371212806
76261,0
4583,6.636191693
82154,0
37239,0
66181,0
39004,0
56016,0
24754,0
85552,5.615069634
60190,0
59652,0
54787,5.044447776
2215,5.968026982
56735,0
5993,4.06505288
24124,0
82345,0
3068,0
72481,0
72353,5.40968174
8768,0
74285,0
16726,0
82669,0
27650,0
52309,0
27694,5.684371768
4716,0
65070,5.460820723
48824,5.167894013
43665,0
37368,0
86782,0
36475,0
47957,0
6328,0
22705,0
56533,0
44091,0
38539,6.222301306
46672,5.974966535
46095,0
21301,3.861150133
66727,0
30605,0
75679,0
76978,4.652036742
51231,5.461250158
28143,0
79139,0
36136,0
61230,6.238176159
19740,0
57802,0
20242,0
26734,5.670422028
4443,0
36706,0
81306,0
63947,6.332074356
88249,0
71699,0
75269,0
78359,0
64068,0
81249,0
42088,0
19106,0
57275,0
27304,0
51996,5.539016504
22283,0
47841,0
50965,0
57182,5.23834014
64359,0
70015,0
10279,5.290343411
89392,0
49305,0
61927,0
90679,0
64352,4.697429581
71912,0
12035,6.118860703
10490,5.485249402
21024,0
25103,0
29016,0
11227,0
26942,0
41140,0
29724,0
13605,0
52236,0
43415,0
1944,0
75195,0
55328,1.944790602
18902,0
44879,0
28613,0
23940,0
50540,0
85191,0
29548,0
50137,0
51036,6.09852212
38818,0
52460,0
49845,0
61594,0
77682,5.270740459
34937,0
31782,0
11925,0
49353,0
54946,0
54394,6.586193953
44819,0
77944,0
17150,0
26930,0
39583,0
34080,0
61384,0
84406,5.474727777
2370,0
79352,0
21933,0
27564,0
63334,0
66637,0
48103,0
72130,0
28450,0
71375,0
53948,6.403171233
29122,0
66705,5.142127986
37002,5.303545979
50998,5.797653285
55068,5.280857234
37682,0
22492,0
37744,0
63961,0
53777,0
13510,5.800402197
20955,0
49176,0
23206,0
67240,0
56380,0
59075,0
5653,0
77067,0
86287,0
49650,5.571976766
79334,0
1652,0
65489,0
43056,0
22707,0
62422,0
25993,0
76679,0
21370,0
72811,0
4979,0
29004,0
79895,0
83704,0
77617,0
2161,5.721027196
25111,0
21532,0
75265,0
4027,0
75266,0
25431,0
42773,0
26931,6.678575152
43462,0.013856688
88287,0
3211,0
53003,0
65600,4.907445524
51941,5.457773305
84914,0
78347,0
85004,0
52841,0
48368,0
59518,4.188558823
83472,0
24213,0
69391,0
71202,0
70308,0
36146,0
88627,0
78993,0
16242,5.006944245
71944,0
23175,0
59045,5.963944767
30230,0
64346,0
29900,5.315930484
45588,0
90707,0
41335,0
14086,0
58846,0
32440,0
90912,0
48744,0
68643,0
62356,0
41831,0
9736,0
17329,0
53783,0
474,0
50789,0
60854,0
77072,0
78654,0
76379,0
48150,0
35241,0
69300,4.897649602
2541,0
67822,0
49771,5.62099509
40108,0
69976,4.948546905
33656,0
56292,0
47569,0
6192,0
40127,5.282525925
31560,0
82124,0
1755,0
36227,0
16886,0
40556,0
53420,6.373889414
26568,0
64857,0
61858,5.955187906
82133,0
56070,0
43606,0
50698,0
51532,0
64288,0
27398,0
65119,0
81344,0
29989,0
66420,0
13553,0
57199,0
38748,0
67392,0
48365,0
10243,0
73935,0
35562,0
15411,0
65843,0
54391,0
17772,0
71369,5.182788942
7129,5.978233361
69487,4.104244237
76992,5.717493995
30201,0
89221,6.224995652
54207,0
83653,0
4444,0
77501,0
79743,0
77886,0
77914,4.799035198
49200,0
59687,0
60998,0.005365813
53023,0
413,0
3575,0
64499,0
40193,0
36318,0
50987,0
10411,0
38372,0
74427,0
24036,0
15809,0
47830,5.122690219
54883,0.004828243
43046,0
27291,0
40748,0
59288,0
88416,0
71297,0
11313,0
29046,0
66289,0
60979,0
55593,0
14688,0
45846,0
36346,0.004969588
41467,0
30269,0
82964,0
63703,0
86026,0
82727,0
28784,0
42461,0
31811,0
70688,0
76670,0
11601,0
40172,0
66434,6.012637989
74214,0
59303,0
66352,0
48094,6.565473242
14305,0
56924,6.278484117
26690,0
90076,0
40932,0
84046,0
35262,0
74641,0
26752,0
47737,5.260087609
19374,0
74348,3.877105789
68976,0
67595,0
37264,0
48636,0
72146,0
16869,0
58176,0
73828,0
51887,0
82687,0
65667,6.148361624
27831,0
14481,0
17316,0
38825,0
46226,0
72425,5.749536024
89238,0
79062,0
3156,4.841889306
20711,5.776915707
5195,0
75416,4.884726342
37183,0
56806,0
57125,6.619132819
37973,6.160535272
53634,0
84054,5.912142253
70991,0
82533,0
21303,0
75621,0
5406,5.341562086
36506,0
46631,0
83409,0
85357,0
20407,0
15843,5.284155213
452,0
42554,0
31945,0
25350,0
78330,0
34944,0
23876,5.090833456
46514,5.560420665
53289,0
5912,0
39732,6.194898885
64084,4.975525864
63744,0
14042,0
44165,0
62901,0
68807,0
2995,5.568363248
9055,4.788139312
2280,4.852182123
67978,0
47600,0
81448,0
66823,5.985222438
20397,0
6160,0
23193,0
44825,0
47208,0
26561,0
751,0
87428,5.80518606
16494,0
12185,0
40243,5.831139109
69602,0
19301,0
77986,5.214896779
47819,0
52544,0
34616,4.516317912
44310,0
56200,0
20212,0
75885,0
30473,0
90330,0
64580,0
10967,0
63765,5.096268937
78285,0
70053,0
23510,0
57810,0
31411,0
50715,0
55514,0
57858,1.55181846
42692,0
73234,0
13012,4.884296096
31739,0
89676,0
81921,0
88253,0
13067,5.203588443
54525,0
32043,0
1962,6.164164294
17605,5.240284941
1360,0
57941,0
70587,0
2970,0
22094,0
57666,0
80184,0
16666,5.231873162
7395,0
66846,0
44756,0
44184,0
40163,6.391834253
79642,0
2580,0
61123,0
30769,0
37556,0
56228,0
52615,0
63966,5.356691521
30369,0
70588,0
63926,0
7158,0
57985,6.420312808
1702,0
20719,0
59424,0
24975,0
78569,0
24500,0
13260,0
54694,0
36896,0
6109,0
47345,5.698110397
45527,0
81500,0
62835,0
39454,0
22345,0
58007,5.563700391
88084,0
77596,0
24468,0
71113,0
87508,4.297985144
80062,0
10454,0
4416,0
30792,0
70925,0
17824,0
54383,0
63182,0
74381,0
28466,0
21990,0
33664,0
76077,0
63362,0
16542,0
61358,0
64261,0
42693,0
33798,6.094422876
5878,5.739605384
45414,0
19683,0
42087,0
60274,0
33877,5.555857026
42797,0
42195,0
25042,0
69028,0
32379,5.14188579
63705,6.234681632
21155,5.533788284
5950,0
76358,0
7670,0
21776,0
46842,5.450465604
38564,0
48675,0
57719,0
4941,0
78617,0
88152,0
18078,0
21590,4.707374228
79521,5.572303856
28864,0
49159,0
12423,0
79025,5.281719726
30891,6.022413657
5947,0
1084,0
49909,4.86798072
8730,5.480664592
90881,0
8400,0
40504,0
74195,0
16696,0
22753,5.815598693
34200,0
74309,0
24189,5.603007241
70829,6.022078917
86873,0
29721,0
37079,0
54491,0
38927,4.484072893
56606,0
3036,0
84688,0
42214,0
43955,0
80443,0
59939,0
15832,0
32334,0
58659,0
43111,0
71746,5.410685368
50425,6.15581152
88862,0
43639,0
5663,0
34992,0
17333,0
78167,6.039370811
27292,0
42633,0
47886,0
68465,4.690482232
11515,0
67932,5.663144554
5182,0
54812,6.399334265
33095,6.676220318
13906,0
41040,0
87855,0
63680,0
6838,0
5526,0
90473,0
82478,4.415173076
79814,0
36892,0
1592,0
39610,0
63860,0
90744,0
23480,0
65472,4.189412635
89759,0
51883,0
21555,0
6699,0
74060,0
8700,0
66107,0
63268,0
4010,0
53354,0
19111,0
66840,0
41828,6.161083976
5190,0
40102,0
73500,0
82729,0
67281,0
89960,6.187473979
77856,5.779005463
6797,0
16596,0
56132,0
64946,0
19236,0
30275,0
84504,0
55365,0
8895,0
47072,0
32675,0
82336,0
71361,5.347634353
81763,0
1499,0
76456,0
85047,0
32826,0
22861,0
57398,0
85435,0
76054,0
15023,0
88649,0
87654,0
54517,4.670838867
86436,0
50404,5.25994775
8133,0
36182,0
65208,3.959989944
39394,0
82497,0
80239,0
34236,5.770675786
85677,6.271035623
3669,0
84089,6.104874817
72838,0
13166,0
74177,0
28272,4.665072441
37713,0
41065,0
42687,0
84184,0
85217,0
58790,0
78176,0
80093,3.597201694
61588,0
10491,4.733415924
10074,6.100767271
55551,0
68098,0
248,0
55753,0
55053,0
18801,0
14881,0
88879,0
17897,0
5667,0
8710,0
18720,0
73957,0
3710,0
40345,0
31729,5.757907558
26642,0
49541,3.920450908
60093,0
68248,0
73716,5.39210088
88375,0
78690,0
29357,0
17943,0
75636,0
59798,0
29486,0
42425,5.628691705
27216,0
71748,5.672907796
86312,0.007565551
42404,0
19100,0
73497,0
13105,6.733813164
26797,0
33912,0
87183,0
84103,0
75821,0
42626,0
24092,0
76568,5.456772549
51879,6.162275998
86397,0
78082,0
53570,0
77635,5.378315588
11605,0
57442,0
80554,0
13838,0
18330,0
90502,5.915903868
35854,0
32922,5.707104786
45468,0
5249,0
69209,0
9050,5.054533291
90132,0
89137,0
78644,0
21908,0
77362,0
89507,0
63678,0
40451,0
833,0
89201,0
81815,0
85737,6.55816533
87287,0
86471,0
5901,5.317948191
20837,0
88637,4.26653804
14789,4.899560712
42673,0.005680467
77639,6.549966307
79001,6.517725942
24512,0
77487,0
71125,0
24252,0
32931,0
45956,0
87010,0
35494,0
71632,0
84357,0
51766,0
90782,3.894843595
36251,6.306482178
50282,0
1393,0
85079,0
29667,0
59367,0
23481,0
87376,0
6300,5.874673926
20939,0
3056,0
37786,0
89500,6.191772823
88559,0
65229,0
14889,0
60453,5.483076711
14522,0
70701,3.083091219
33125,0
72850,0
19908,0
34922,5.421083893
36271,0
9201,5.701353477
75520,0
16073,4.906119704
31385,0
54115,6.08947493
31319,0
69158,0
18934,0
17374,0
57577,6.062535527
67696,0
6271,0
89872,0
85730,0
36783,0
27420,0
47259,5.310490353
49408,0
32008,0
3836,0
10754,4.133596008
8250,0
54495,0
65362,0
20371,0
35282,0
3826,0
49894,0
64171,0
77783,0
81727,0
8276,0
38367,5.277821511
65132,0
4036,0
66807,5.284663181
11841,0
63800,0
78378,0
79361,6.42035847
2727,0
89548,0
67914,0
37327,0
70101,0
63714,0
43989,0
46688,5.719752162
8920,0
4320,0
89679,5.285684493
12440,0
38983,2.137969729
16268,0
74333,0
61252,1.986462946
33230,0
24399,0
4917,0
42279,6.011252499
26062,0
77719,0
60240,5.681342675
12872,0
4403,0
65821,0
29196,0
84228,0
21708,0
56015,0
30718,0
14538,0
65840,0
64228,0
5647,0
80134,5.611247003
34510,0
12619,0
87670,5.287198215
54455,0
18123,0
24395,2.293091029
53031,0
5877,0
65108,0
18080,0
61591,5.712390309
19154,0
63884,5.277325819
69920,0
69091,0
18550,0
41673,0
25520,0
22624,0
83596,4.683451431
27020,0
37665,6.421747316
77997,0
29064,0
12061,0
89352,0
28207,0
74714,0
89294,0
50045,0
35576,0
31439,0
51392,0
74339,0
46381,0
24871,0
6744,4.563859231
87220,5.956962844
7275,5.645251286
35968,0
16507,0
25005,0
72919,5.209566266
72467,0
26792,0
37022,6.21120262
88761,0
38268,0
60916,0
71890,0
46331,0
65513,0
74565,0
17104,0
21099,3.867437726
90320,5.653933452
56373,0
5420,0
34561,0
90863,0
53275,5.350329548
77175,0
32909,4.877658775
6889,0
24459,0
16031,0
60976,0
14728,0
63369,0
43333,0
36603,0
85646,0
14382,0
88267,0
66469,5.737012493
18210,6.073495375
73005,4.18706846
47516,0
12713,0
89502,5.219971438
81196,0
49216,0
55917,0
39428,5.418898521
43752,0
58540,0
76562,0
63203,0
37968,0
6750,6.237732249
57551,0
48845,0
3562,0
90943,0
38172,0
46896,0
55855,0
14139,0
81577,0
73254,0
64578,0
22111,0
64383,0
15425,0
40288,0
22217,1.430945042
90510,0
22984,0
51838,0
34219,0
19547,0
80822,5.126256727
29807,0
32197,0
56208,5.675641046
85269,0
42311,6.076825737
5753,5.549106065
44425,0
80821,0
26862,0
77746,0
88727,0
5100,0
86167,0
8035,0
78326,6.18882964
56399,0
64591,0
55236,0
85069,0
22463,0
1234,0
7984,0
32242,5.759971229
13351,5.380306511
27530,0
58131,0
55137,0
88673,6.178309345
5211,0
90749,0
73315,0
70219,0
48863,0
75028,2.112252229
64122,0
15330,0
7439,6.05449715
81545,0
56185,0
82850,0
40558,0
60481,0
18993,0
23171,0
46266,6.084022294
55783,0
44466,0
57984,0
41670,0
20951,4.866647083
49093,5.38434563
24366,0
31191,0
72308,0
53102,0
20935,6.142599162
81342,0
31674,0
89632,5.903179946
58615,0
2620,6.27588401
39434,0
34630,0
58279,0
83016,0
15721,0
71084,5.501699998
61646,0
48748,0
71029,0
22409,0
90236,0
87593,0
20916,0
18868,5.957272665
58848,0
73204,0
8306,0
28431,0
18030,0
21263,0
90948,0
12246,0
53199,0
74265,0
15408,4.962465465
81179,0
14157,6.106604474
1462,0
64444,4.918123318
70414,0
34713,5.874306116
50044,0
84497,0
60830,6.35388533
37799,0
30620,0
84160,0
38341,0
80842,0
85302,0
59328,0
76049,0
38495,6.474786996
53039,0
42887,5.891654621
15658,0
64080,0
86483,5.435818143
10356,0
70840,5.965036122
47530,0
52744,0
41010,0
12378,0
53951,4.947661663
32604,6.401390992
62884,0
4794,0
38370,0
999,0
84762,0
59012,0
65938,0
2924,0
80345,0
39539,0
66029,0
9913,0
72035,0
11824,0
15731,0
53560,0
70560,6.252872852
19820,0
14297,0
74514,0
13998,0
53050,0
21075,0
53636,0
15376,0
11815,6.408195047
18273,0
40926,0
21279,0
33659,0
36729,5.746552691
88924,0
79321,4.080643631
63538,0
47374,0
15083,4.640211117
84915,0
67585,0
89829,0
87178,5.325242528
28283,0
85290,0
77178,0
66038,0
24438,5.664019682
61563,0
13758,0
12498,0
40936,0
10085,0
90307,5.705396082
41361,0
41667,0
64443,0.005365813
20999,0
80790,0
3233,0
16451,0
78101,5.58718094
11849,5.945395426
7920,0
75597,0
21774,0
90268,0
15616,0
56212,0
71236,0
9557,0
85311,0
81054,6.638690873
38109,4.796892209
74168,0
87527,6.146248582
47829,5.26658101
74928,0
81958,5.461730872
13907,5.810631842
62937,0
1502,0
78218,5.16895772
31202,0
82356,5.271588845
21051,4.711081134
28180,0
62972,0
84168,0
64838,0.005192699
59205,0
89630,0
24455,0
26871,0
60895,0
1428,0
9353,5.222991379
56773,0
13431,0
22017,0
33992,0
26560,0
22034,0
20264,5.77504858
12004,0
76871,0
25231,0
19816,0
17684,0
29898,0
31107,0
60533,0
55349,0
87298,0.014133632
59935,6.163991921
89797,0
71042,0
5419,0
38824,0
44342,0
75891,0
81127,4.030268039
83934,0
60307,0
79759,0
64955,0
6515,0
